date,total_kwh
2020-03-12,762.55666666665
2020-03-13,810.700666666744
2020-03-14,846.552777777774
2020-03-15,932.74477777782
2020-03-16,965.393888888925
2020-03-17,803.03588888888
2020-03-18,799.445777777768
2020-03-19,861.226666666672
2020-03-20,892.049222222201
2020-03-21,727.002666666658
2020-03-22,823.260333333338
2020-03-23,828.101999999958
2020-03-24,728.26555555557
2020-03-25,572.987444444439
2020-03-26,553.458999999997
2020-03-27,856.973222222206
2020-03-28,875.23555555557
2020-03-29,841.034888888904
2020-03-30,899.375111111106
2020-03-31,816.110111111109
2020-04-01,870.296444444471
2020-04-02,721.620222222209
2020-04-03,718.345777777849
2020-04-04,817.144888888918
2020-04-05,554.931444444449
2020-04-06,697.590888888892
2020-04-07,729.737888888873
2020-04-08,571.509444444434
2020-04-09,701.886999999996
2020-04-10,878.081111111171
2020-04-11,835.059444444526
2020-04-12,866.446777777815
2020-04-13,657.249333333326
2020-04-14,523.945666666663
2020-04-15,483.726444444449
2020-04-16,721.870999999975
2020-04-17,801.118777777809
2020-04-18,764.121000000019
2020-04-19,667.054888888899
2020-04-20,462.589000000001
2020-04-21,715.119111111079
2020-04-22,618.603999999989
2020-04-23,473.612000000005
2020-04-24,412.149666666656
2020-04-25,181.113111111113
2020-04-26,199.628777777782
2020-04-27,172.122444444444
2020-04-28,149.611777777776
2020-04-29,85.6577777777747
2020-04-30,473.813111111121
2020-05-01,798.666000000012
2020-05-02,803.866111111094
2020-05-03,788.680666666707
2020-05-04,632.022222222209
2020-05-05,751.791777777806
2020-05-06,683.38822222223
2020-05-07,586.769777777773
2020-05-08,660.123222222227
2020-05-09,661.529555555535
2020-05-10,779.585333333345
2020-05-11,819.879888888822
2020-05-12,672.725333333331
2020-05-13,381.385777777775
2020-05-14,316.000000000001
2020-05-15,498.119555555573
2020-05-16,653.126777777787
2020-05-17,548.961222222227
2020-05-18,563.721333333321
2020-05-19,734.679888888851
2020-05-20,174.993999999996
2020-05-21,201.15933333333
2020-05-22,204.538888888882
2020-05-23,497.749777777776
2020-05-24,555.776888888904
2020-05-25,371.485555555547
2020-05-26,435.988222222219
2020-05-27,643.061222222217
2020-05-28,526.096999999972
2020-05-29,568.687000000004
2020-05-30,724.078111111165
2020-05-31,790.719333333321
2020-06-01,775.891777777762
2020-06-02,780.049999999999
2020-06-03,706.249888888849
2020-06-04,578.2938888889
2020-06-05,446.193222222212
2020-06-06,510.032888888908
2020-06-07,393.602888888897
2020-06-08,354.175333333333
2020-06-09,514.638888888884
2020-06-10,696.505333333352
2020-06-11,778.284444444446
2020-06-12,715.100999999935
2020-06-13,627.866777777771
2020-06-14,473.438111111111
2020-06-15,395.589888888893
2020-06-16,459.180666666663
2020-06-17,486.556333333339
2020-06-18,356.413666666661
2020-06-19,353.566555555551
2020-06-20,834.210333333322
2020-06-21,756.193777777774
2020-06-22,792.776666666659
2020-06-23,802.276777777794
2020-06-24,761.361777777791
2020-06-25,737.136333333333
2020-06-26,746.494111111106
2020-06-27,302.826555555556
2020-06-28,118.192111111111
2020-06-29,398.938222222219
2020-06-30,627.762777777781
2020-07-01,750.425555555561
2020-07-02,732.189222222207
2020-07-03,695.127222222233
2020-07-04,772.528111111114
2020-07-05,807.564444444466
2020-07-06,798.619888888865
2020-07-07,795.133111111128
2020-07-08,336.371555555545
